"name";"url";"prc";"num";"var";"cat";"relp";"vimg";"cur";"imgs";"shdesc";"desc";"addcats"
"Медаль спортивная с лентой двухцветная Каратэ, 65 мм";"medal-sportivnaia-s-lentoi-dvuhtsvetnaia-karate-65-mm";"35.00000";"C-7026-1";"1 место";"Виды спорта";"";"ea4b4c3e8f5d11c874f07c1eda6879fc.jpg";"5";"8ecf1653d6271888abaf1f69a90e6fda2.jpg";"<p>Материал: метал.</p>
<p>Лента сине-желтая в комплекте.</p>
<p>Вес: 56&nbsp;грамм,</p>
<p>Диаметр: 6,5 см.</p>";"";"Другое/НАГРАДЫ/Медали"
"Медаль спортивная с лентой двухцветная Каратэ, 65 мм";"medal-sportivnaia-s-lentoi-dvuhtsvetnaia-karate-65-mm";"35.00000";"C-7026-1";"2 место";"Виды спорта";"";"54a740d3dfdaacd14cad0c666e5c9b5c.jpg";"5";"8ecf1653d6271888abaf1f69a90e6fda2.jpg";"<p>Материал: метал.</p>
<p>Лента сине-желтая в комплекте.</p>
<p>Вес: 56&nbsp;грамм,</p>
<p>Диаметр: 6,5 см.</p>";"";"Другое/НАГРАДЫ/Медали"
"Медаль спортивная с лентой двухцветная Каратэ, 65 мм";"medal-sportivnaia-s-lentoi-dvuhtsvetnaia-karate-65-mm";"35.00000";"C-7026-1";"3 место";"Виды спорта";"";"073c39249b5c346bd8de088ca8b096a0.jpg";"5";"8ecf1653d6271888abaf1f69a90e6fda2.jpg";"<p>Материал: метал.</p>
<p>Лента сине-желтая в комплекте.</p>
<p>Вес: 56&nbsp;грамм,</p>
<p>Диаметр: 6,5 см.</p>";"";"Другое/НАГРАДЫ/Медали"
"Перчатки тхэквондо WT";"perchatki-thekvondo-wt";"220.00000";"TWTF7715xs";"XS";"Виды спорта";"";"6f135598cca05aa61d31a6bc25a30472.jpg";"5";"9a22271156b81e9103810e420a873ebb.jpg";"";"<p>Перчатки для занятий тхэквондо WT. Запястье фиксируется застежкой-липучкой. Обеспечивают хорошую защиту.&nbsp;</p>
<p>Материал: PU<br />Цвет: белый<br />Размеры:&nbsp;XS, S, M, L.</p>";"Виды спорта/Тхэквондо WT/Перчатки для тхэквондо WT|Перчатки/Тхэквондо WT перчатки"
"Перчатки тхэквондо WT";"perchatki-thekvondo-wt";"220.00000";"TWTF7715s";"S";"Виды спорта";"";"3da3b80d554afe0d7ef074b146bed853.jpg";"5";"9a22271156b81e9103810e420a873ebb.jpg";"";"<p>Перчатки для занятий тхэквондо WT. Запястье фиксируется застежкой-липучкой. Обеспечивают хорошую защиту.&nbsp;</p>
<p>Материал: PU<br />Цвет: белый<br />Размеры:&nbsp;XS, S, M, L.</p>";"Виды спорта/Тхэквондо WT/Перчатки для тхэквондо WT|Перчатки/Тхэквондо WT перчатки"
"Перчатки тхэквондо WT";"perchatki-thekvondo-wt";"220.00000";"TWTF7715m";"M";"Виды спорта";"";"9c353fbb6ef9c16e7840cbe05082e9e0.jpg";"5";"9a22271156b81e9103810e420a873ebb.jpg";"";"<p>Перчатки для занятий тхэквондо WT. Запястье фиксируется застежкой-липучкой. Обеспечивают хорошую защиту.&nbsp;</p>
<p>Материал: PU<br />Цвет: белый<br />Размеры:&nbsp;XS, S, M, L.</p>";"Виды спорта/Тхэквондо WT/Перчатки для тхэквондо WT|Перчатки/Тхэквондо WT перчатки"
"Перчатки тхэквондо WT";"perchatki-thekvondo-wt";"220.00000";"TWTF7715L";"L";"Виды спорта";"";"a41556533bcbaa64befcd0bdb494f417.jpg";"5";"9a22271156b81e9103810e420a873ebb.jpg";"";"<p>Перчатки для занятий тхэквондо WT. Запястье фиксируется застежкой-липучкой. Обеспечивают хорошую защиту.&nbsp;</p>
<p>Материал: PU<br />Цвет: белый<br />Размеры:&nbsp;XS, S, M, L.</p>";"Виды спорта/Тхэквондо WT/Перчатки для тхэквондо WT|Перчатки/Тхэквондо WT перчатки"
"TWINS - оригинал,  Макивара тай-пэд из натуральной кожи (1шт)";"makivara-tai-ped-iz-naturalnoi-kozhi-1sht-twins-original-r-r-m-18x38x5sm";"2950.00000";"bo-20516";"Черная    L   -      20x41x6см";"Виды спорта";"";"b891eaa8ad478e339c0d5b0c676caa8a.jpg";"5";"fa756d135e2b95694a95c61a66b44f95.jpg|5dee76ee0345413158c86f905ff6fca3.jpg|014d3612cb3cc07cc5dee6a3eac225d9.jpg|09f56fc96cd69950adb67e4943a21487.jpg|0a368fdf7ecd90eeef23ee2e820d6015.jpg|c6cec9c1eee00042692093f6a58eac65.jpg|d148eea59099b204a196b465efa56e07.jpg|149362495a6713b7c71526806550e1cf.jpg|265bace6d01393370e799f4e52a4ff75.jpg|f456b64e28b98a4364010579efb71968.jpg|db1b2ed688a698da242a8f6323de00f9.jpg|a1e85bc1d6e109584b0353007a02e802.jpg|ac7015f6b9c21855554a1c8a04bee623.jpg|5b3004d7b0bf4465ac2ff93a4c16e343.jpg|94d23575d68abac965ac9fcfb57e9410.jpg|1b25d82bb08aa17dd58c2724a34ea68f.jpg";"";"";"Другое/Тайские педы для ног (Пады Муай Тай)"
"TWINS - оригинал,  Макивара тай-пэд из натуральной кожи (1шт)";"makivara-tai-ped-iz-naturalnoi-kozhi-1sht-twins-original-r-r-m-18x38x5sm";"2950.00000";"bo-20514";"Красная   L      -     20x41x6см";"Виды спорта";"";"78d51917f65e2bdb358af9f0884edff1.jpg";"5";"fa756d135e2b95694a95c61a66b44f95.jpg|5dee76ee0345413158c86f905ff6fca3.jpg|014d3612cb3cc07cc5dee6a3eac225d9.jpg|09f56fc96cd69950adb67e4943a21487.jpg|0a368fdf7ecd90eeef23ee2e820d6015.jpg|c6cec9c1eee00042692093f6a58eac65.jpg|d148eea59099b204a196b465efa56e07.jpg|149362495a6713b7c71526806550e1cf.jpg|265bace6d01393370e799f4e52a4ff75.jpg|f456b64e28b98a4364010579efb71968.jpg|db1b2ed688a698da242a8f6323de00f9.jpg|a1e85bc1d6e109584b0353007a02e802.jpg|ac7015f6b9c21855554a1c8a04bee623.jpg|5b3004d7b0bf4465ac2ff93a4c16e343.jpg|94d23575d68abac965ac9fcfb57e9410.jpg|1b25d82bb08aa17dd58c2724a34ea68f.jpg";"";"";"Другое/Тайские педы для ног (Пады Муай Тай)"
"TWINS - оригинал,  Макивара тай-пэд из натуральной кожи (1шт)";"makivara-tai-ped-iz-naturalnoi-kozhi-1sht-twins-original-r-r-m-18x38x5sm";"2950.00000";"bo-20515";"Синяя    L    -      20x41x6см";"Виды спорта";"";"ba457d8652726d6365aac9db8ee3b640.jpg";"5";"fa756d135e2b95694a95c61a66b44f95.jpg|5dee76ee0345413158c86f905ff6fca3.jpg|014d3612cb3cc07cc5dee6a3eac225d9.jpg|09f56fc96cd69950adb67e4943a21487.jpg|0a368fdf7ecd90eeef23ee2e820d6015.jpg|c6cec9c1eee00042692093f6a58eac65.jpg|d148eea59099b204a196b465efa56e07.jpg|149362495a6713b7c71526806550e1cf.jpg|265bace6d01393370e799f4e52a4ff75.jpg|f456b64e28b98a4364010579efb71968.jpg|db1b2ed688a698da242a8f6323de00f9.jpg|a1e85bc1d6e109584b0353007a02e802.jpg|ac7015f6b9c21855554a1c8a04bee623.jpg|5b3004d7b0bf4465ac2ff93a4c16e343.jpg|94d23575d68abac965ac9fcfb57e9410.jpg|1b25d82bb08aa17dd58c2724a34ea68f.jpg";"";"";"Другое/Тайские педы для ног (Пады Муай Тай)"
"TWINS - оригинал,  Макивара тай-пэд из натуральной кожи (1шт)";"makivara-tai-ped-iz-naturalnoi-kozhi-1sht-twins-original-r-r-m-18x38x5sm";"2950.00000";" KPL-12-BK-M";"Красная   M    -    18x38x5см";"Виды спорта";"";"8ec6110cfa38116215ea299a4079383f.jpg";"5";"fa756d135e2b95694a95c61a66b44f95.jpg|5dee76ee0345413158c86f905ff6fca3.jpg|014d3612cb3cc07cc5dee6a3eac225d9.jpg|09f56fc96cd69950adb67e4943a21487.jpg|0a368fdf7ecd90eeef23ee2e820d6015.jpg|c6cec9c1eee00042692093f6a58eac65.jpg|d148eea59099b204a196b465efa56e07.jpg|149362495a6713b7c71526806550e1cf.jpg|265bace6d01393370e799f4e52a4ff75.jpg|f456b64e28b98a4364010579efb71968.jpg|db1b2ed688a698da242a8f6323de00f9.jpg|a1e85bc1d6e109584b0353007a02e802.jpg|ac7015f6b9c21855554a1c8a04bee623.jpg|5b3004d7b0bf4465ac2ff93a4c16e343.jpg|94d23575d68abac965ac9fcfb57e9410.jpg|1b25d82bb08aa17dd58c2724a34ea68f.jpg";"";"";"Другое/Тайские педы для ног (Пады Муай Тай)"
"TWINS - оригинал,  Макивара тай-пэд из натуральной кожи (1шт)";"makivara-tai-ped-iz-naturalnoi-kozhi-1sht-twins-original-r-r-m-18x38x5sm";"2950.00000";"bo-20512";"Синяя    M    -    18x38x5см";"Виды спорта";"";"be46f45b9322be027589c55a7e0294d9.jpg";"5";"fa756d135e2b95694a95c61a66b44f95.jpg|5dee76ee0345413158c86f905ff6fca3.jpg|014d3612cb3cc07cc5dee6a3eac225d9.jpg|09f56fc96cd69950adb67e4943a21487.jpg|0a368fdf7ecd90eeef23ee2e820d6015.jpg|c6cec9c1eee00042692093f6a58eac65.jpg|d148eea59099b204a196b465efa56e07.jpg|149362495a6713b7c71526806550e1cf.jpg|265bace6d01393370e799f4e52a4ff75.jpg|f456b64e28b98a4364010579efb71968.jpg|db1b2ed688a698da242a8f6323de00f9.jpg|a1e85bc1d6e109584b0353007a02e802.jpg|ac7015f6b9c21855554a1c8a04bee623.jpg|5b3004d7b0bf4465ac2ff93a4c16e343.jpg|94d23575d68abac965ac9fcfb57e9410.jpg|1b25d82bb08aa17dd58c2724a34ea68f.jpg";"";"";"Другое/Тайские педы для ног (Пады Муай Тай)"
"TWINS - оригинал,  Макивара тай-пэд из натуральной кожи (1шт)";"makivara-tai-ped-iz-naturalnoi-kozhi-1sht-twins-original-r-r-m-18x38x5sm";"2950.00000";"bo-20513";"Черная    M    -    18x38x5см";"Виды спорта";"";"e5a0db3d1701300ed54be17006b17ded.jpg";"5";"fa756d135e2b95694a95c61a66b44f95.jpg|5dee76ee0345413158c86f905ff6fca3.jpg|014d3612cb3cc07cc5dee6a3eac225d9.jpg|09f56fc96cd69950adb67e4943a21487.jpg|0a368fdf7ecd90eeef23ee2e820d6015.jpg|c6cec9c1eee00042692093f6a58eac65.jpg|d148eea59099b204a196b465efa56e07.jpg|149362495a6713b7c71526806550e1cf.jpg|265bace6d01393370e799f4e52a4ff75.jpg|f456b64e28b98a4364010579efb71968.jpg|db1b2ed688a698da242a8f6323de00f9.jpg|a1e85bc1d6e109584b0353007a02e802.jpg|ac7015f6b9c21855554a1c8a04bee623.jpg|5b3004d7b0bf4465ac2ff93a4c16e343.jpg|94d23575d68abac965ac9fcfb57e9410.jpg|1b25d82bb08aa17dd58c2724a34ea68f.jpg";"";"";"Другое/Тайские педы для ног (Пады Муай Тай)"
"Араваза - защита голени";"aravaza-zashchita-goleni";"0.00000";"bo-19979";"";"Виды спорта";"";"b61b99c5471f66f7d0c5727e083536e9.jpg";"5";"";"";"";""
"Координационная лестница дорожка с барьерами 4,3м";"koordinatsionnaia-lestnitsa-dorozhka-s-barerami-43m";"708.00000";"bo-19972";"";"Виды спорта";"";"";"5";"";"";"";""
"Лапы прямые BWS кожа, пара";"lapa-malaia-bws-kozha-para";"699.00000";"BWS-FPL";"";"Виды спорта";"";"b644146655f8ec20475ff5beeb6991f2.jpg";"5";"2357131238901eec71c786f6a2e41d1a.jpg";"";"";"Другое/Лапы боксерские прямые и гнутые"
"Шлем ADX турнирный - Flex";"shlem-adx-turnirnyi-dlia-boksa-kikboksinga-i-edinoborstv";"27.00000";"sh-18045";"синий, размер M";"Шлема";"";"41346391aed6c98badf65aaef936280b.jpg";"1";"d7dbc0eb1c1ae4ab6b86a3e8bbda516b.JPG|2cd219db2ee020943e9527fa87e341de.JPG|7b706e55e803a8501179429e37270a4e.JPG|de041732d30dfadd99efe04b51f32b1c.jpg|bc677e9daa47281af9e3ee840133c5b1.jpg|e30236f5dd9ffeb1a7854fc819cd5624.JPG|54a872145aadb0b20e488d8bab1b49ab.jpg|fc55069c9ba1f223202a10d40d4e947c.jpg|86fe4700ef059ca1a7a87b1c909cc982.jpg|2ea36fb5dd9593295447e7f2fc400cb9.jpg|ba7b9c3e8f87953ef203e072b7312316.jpg|f6adcf3cacdf96799167fe23e06c1ce8.jpg|31d332377dc89983abc6223fa92a958c.jpg|2910fc10e1e57f50022497ed69856220.jpg|4759a82994b2aa65cdda58f3c818c46d.jpg";"<p>Шлем ADX турнирный - применяется в боксе, кикбоксинге, тайском боксе, в рукопашном бое, контактных видах карате, в смешанных и других единоборствах.</p>";"<p><span>Шлем ADX турнирный&nbsp; - отличное соотношение цена-качество.<br /><br />Произведен из современного материала FLEX, внутренний наполнитель эргономическая пена, застежки на липучках<br /><br />Варианты в синем и красном цвете, в трех размерах- S, M, L.</span></p>";"Виды спорта/Таэквон-до ITF|Виды спорта/Тайский Бокс (Муай Тай)|Виды спорта/Каратэ|Виды спорта/Рукопашный бой|Виды спорта/ММА (смешанные единоборства)|Виды спорта/Бокс|Виды спорта/Кикбоксинг/Шлема для кикбоксинга|Виды спорта/Каратэ/Шлема каратэ|Виды спорта/Таэквон-до ITF/Шлема ITF|Виды спорта/Бокс/Шлема боксерские турнирные|Виды спорта/Тайский Бокс (Муай Тай)/Шлема для тайского бокса"
"Шлем ADX турнирный - Flex";"shlem-adx-turnirnyi-dlia-boksa-kikboksinga-i-edinoborstv";"27.00000";"sh-18046";"синий, размер L";"Шлема";"";"fcff20f6915a8ef2674ce285b5f0dd8b.jpg";"1";"d7dbc0eb1c1ae4ab6b86a3e8bbda516b.JPG|2cd219db2ee020943e9527fa87e341de.JPG|7b706e55e803a8501179429e37270a4e.JPG|de041732d30dfadd99efe04b51f32b1c.jpg|bc677e9daa47281af9e3ee840133c5b1.jpg|e30236f5dd9ffeb1a7854fc819cd5624.JPG|54a872145aadb0b20e488d8bab1b49ab.jpg|fc55069c9ba1f223202a10d40d4e947c.jpg|86fe4700ef059ca1a7a87b1c909cc982.jpg|2ea36fb5dd9593295447e7f2fc400cb9.jpg|ba7b9c3e8f87953ef203e072b7312316.jpg|f6adcf3cacdf96799167fe23e06c1ce8.jpg|31d332377dc89983abc6223fa92a958c.jpg|2910fc10e1e57f50022497ed69856220.jpg|4759a82994b2aa65cdda58f3c818c46d.jpg";"<p>Шлем ADX турнирный - применяется в боксе, кикбоксинге, тайском боксе, в рукопашном бое, контактных видах карате, в смешанных и других единоборствах.</p>";"<p><span>Шлем ADX турнирный&nbsp; - отличное соотношение цена-качество.<br /><br />Произведен из современного материала FLEX, внутренний наполнитель эргономическая пена, застежки на липучках<br /><br />Варианты в синем и красном цвете, в трех размерах- S, M, L.</span></p>";"Виды спорта/Таэквон-до ITF|Виды спорта/Тайский Бокс (Муай Тай)|Виды спорта/Каратэ|Виды спорта/Рукопашный бой|Виды спорта/ММА (смешанные единоборства)|Виды спорта/Бокс|Виды спорта/Кикбоксинг/Шлема для кикбоксинга|Виды спорта/Каратэ/Шлема каратэ|Виды спорта/Таэквон-до ITF/Шлема ITF|Виды спорта/Бокс/Шлема боксерские турнирные|Виды спорта/Тайский Бокс (Муай Тай)/Шлема для тайского бокса"
"Шлем ADX  тренировочный";"shlem-adx-trenirovochnyi";"27.00000";"bo-18047";"синий S";"Шлема";"";"3a53e4e7d2417661b5d129625af1a560.jpg";"1";"4391154c45ecb62465c10bf1ae2e19f8.jpg|3dcc5efc2d48bf9491f33efea73fdda0.jpg|8b09c0dbe0877c8d957e47c8cb515c6c.jpg|da12183b9977d4a97c776724e3ae8ab0.jpg|1c10eee20881f8a8ba6eed0eb8446470.jpg|fb8963ab21f9b63c6949e9095196ad62.jpg|ab2b6115b5b6ed0a60aaad56e3bf2fce.jpg|4c14e010f854cbbfb1fe5f2c09e62589.jpg|b0cf7ca9b9f8e99cd5248d04b47c49b7.jpg";"<p>Обеспечивает надежную защиту и безопасность тренировочного процесса в боевых искусствах . Тренируйтесь безопасно вместе с ADX.</p>";"<p>Шлем тренировочный с закрытым подбородком ADX&nbsp;Flex</p>
<p>Шлем используется для защиты головы спортсмена во время спарринга. Материал хорошо поглощает удары, плотно прилегает к голове. Подкладка&nbsp; &nbsp;позволяет&nbsp;коже головы&nbsp;дышать, не парит и не вызывает раздражения. А внешнее покрытие Flex служит долго и надежно.</p>
<p>Подбородок закрытый,&nbsp;регулировка размера сзади- липучка, верх прошит.</p>
<p>Цвет: синий, красный<br /><span></span></p>
<p><span>Применяется &nbsp;на&nbsp;тренировках по боксу, кикбоксингу (WAKO, WPKA, WTKA, ISKA,WKA, WKF), таэквондо ИТФ и ГТФ, контактному карате, тайскому боксу, рукопашному бою и ММА. Широкое использование данного тренировочного шлема&nbsp; &nbsp;обусловлено тем, что он обеспечивает надежную защиту головы от ударов. Такую защиту требуют правила безопасности перечисленных выше единоборств.</span></p>
<p><br />Размер: S, М, L<br />Материал: Flex<br />Производитель: Пакистан для бренда ADX.</p>";"Виды спорта/Таэквон-до ITF|Виды спорта/Тайский Бокс (Муай Тай)|Виды спорта/Каратэ|Виды спорта/Рукопашный бой|Виды спорта/Джиу-Джицу|Виды спорта/ММА (смешанные единоборства)|Виды спорта/Бокс|Виды спорта/Кикбоксинг/Шлема для кикбоксинга|Виды спорта/Каратэ/Шлема каратэ"
"Шлем ADX  тренировочный";"shlem-adx-trenirovochnyi";"27.00000";"bo-18048";"синий M";"Шлема";"";"8099c2e34a832a588e2d4414992d3149.jpg";"1";"4391154c45ecb62465c10bf1ae2e19f8.jpg|3dcc5efc2d48bf9491f33efea73fdda0.jpg|8b09c0dbe0877c8d957e47c8cb515c6c.jpg|da12183b9977d4a97c776724e3ae8ab0.jpg|1c10eee20881f8a8ba6eed0eb8446470.jpg|fb8963ab21f9b63c6949e9095196ad62.jpg|ab2b6115b5b6ed0a60aaad56e3bf2fce.jpg|4c14e010f854cbbfb1fe5f2c09e62589.jpg|b0cf7ca9b9f8e99cd5248d04b47c49b7.jpg";"<p>Обеспечивает надежную защиту и безопасность тренировочного процесса в боевых искусствах . Тренируйтесь безопасно вместе с ADX.</p>";"<p>Шлем тренировочный с закрытым подбородком ADX&nbsp;Flex</p>
<p>Шлем используется для защиты головы спортсмена во время спарринга. Материал хорошо поглощает удары, плотно прилегает к голове. Подкладка&nbsp; &nbsp;позволяет&nbsp;коже головы&nbsp;дышать, не парит и не вызывает раздражения. А внешнее покрытие Flex служит долго и надежно.</p>
<p>Подбородок закрытый,&nbsp;регулировка размера сзади- липучка, верх прошит.</p>
<p>Цвет: синий, красный<br /><span></span></p>
<p><span>Применяется &nbsp;на&nbsp;тренировках по боксу, кикбоксингу (WAKO, WPKA, WTKA, ISKA,WKA, WKF), таэквондо ИТФ и ГТФ, контактному карате, тайскому боксу, рукопашному бою и ММА. Широкое использование данного тренировочного шлема&nbsp; &nbsp;обусловлено тем, что он обеспечивает надежную защиту головы от ударов. Такую защиту требуют правила безопасности перечисленных выше единоборств.</span></p>
<p><br />Размер: S, М, L<br />Материал: Flex<br />Производитель: Пакистан для бренда ADX.</p>";"Виды спорта/Таэквон-до ITF|Виды спорта/Тайский Бокс (Муай Тай)|Виды спорта/Каратэ|Виды спорта/Рукопашный бой|Виды спорта/Джиу-Джицу|Виды спорта/ММА (смешанные единоборства)|Виды спорта/Бокс|Виды спорта/Кикбоксинг/Шлема для кикбоксинга|Виды спорта/Каратэ/Шлема каратэ"
"Шлем ADX  тренировочный";"shlem-adx-trenirovochnyi";"27.00000";"bo-18049";"синий L";"Шлема";"";"8099c2e34a832a588e2d4414992d3149.jpg";"1";"4391154c45ecb62465c10bf1ae2e19f8.jpg|3dcc5efc2d48bf9491f33efea73fdda0.jpg|8b09c0dbe0877c8d957e47c8cb515c6c.jpg|da12183b9977d4a97c776724e3ae8ab0.jpg|1c10eee20881f8a8ba6eed0eb8446470.jpg|fb8963ab21f9b63c6949e9095196ad62.jpg|ab2b6115b5b6ed0a60aaad56e3bf2fce.jpg|4c14e010f854cbbfb1fe5f2c09e62589.jpg|b0cf7ca9b9f8e99cd5248d04b47c49b7.jpg";"<p>Обеспечивает надежную защиту и безопасность тренировочного процесса в боевых искусствах . Тренируйтесь безопасно вместе с ADX.</p>";"<p>Шлем тренировочный с закрытым подбородком ADX&nbsp;Flex</p>
<p>Шлем используется для защиты головы спортсмена во время спарринга. Материал хорошо поглощает удары, плотно прилегает к голове. Подкладка&nbsp; &nbsp;позволяет&nbsp;коже головы&nbsp;дышать, не парит и не вызывает раздражения. А внешнее покрытие Flex служит долго и надежно.</p>
<p>Подбородок закрытый,&nbsp;регулировка размера сзади- липучка, верх прошит.</p>
<p>Цвет: синий, красный<br /><span></span></p>
<p><span>Применяется &nbsp;на&nbsp;тренировках по боксу, кикбоксингу (WAKO, WPKA, WTKA, ISKA,WKA, WKF), таэквондо ИТФ и ГТФ, контактному карате, тайскому боксу, рукопашному бою и ММА. Широкое использование данного тренировочного шлема&nbsp; &nbsp;обусловлено тем, что он обеспечивает надежную защиту головы от ударов. Такую защиту требуют правила безопасности перечисленных выше единоборств.</span></p>
<p><br />Размер: S, М, L<br />Материал: Flex<br />Производитель: Пакистан для бренда ADX.</p>";"Виды спорта/Таэквон-до ITF|Виды спорта/Тайский Бокс (Муай Тай)|Виды спорта/Каратэ|Виды спорта/Рукопашный бой|Виды спорта/Джиу-Джицу|Виды спорта/ММА (смешанные единоборства)|Виды спорта/Бокс|Виды спорта/Кикбоксинг/Шлема для кикбоксинга|Виды спорта/Каратэ/Шлема каратэ"
"Шлем ADX  тренировочный";"shlem-adx-trenirovochnyi";"27.00000";"bo-18050";"красный S";"Шлема";"";"1877d3b260741b5840e2ddc76a9a9f95.jpg";"1";"4391154c45ecb62465c10bf1ae2e19f8.jpg|3dcc5efc2d48bf9491f33efea73fdda0.jpg|8b09c0dbe0877c8d957e47c8cb515c6c.jpg|da12183b9977d4a97c776724e3ae8ab0.jpg|1c10eee20881f8a8ba6eed0eb8446470.jpg|fb8963ab21f9b63c6949e9095196ad62.jpg|ab2b6115b5b6ed0a60aaad56e3bf2fce.jpg|4c14e010f854cbbfb1fe5f2c09e62589.jpg|b0cf7ca9b9f8e99cd5248d04b47c49b7.jpg";"<p>Обеспечивает надежную защиту и безопасность тренировочного процесса в боевых искусствах . Тренируйтесь безопасно вместе с ADX.</p>";"<p>Шлем тренировочный с закрытым подбородком ADX&nbsp;Flex</p>
<p>Шлем используется для защиты головы спортсмена во время спарринга. Материал хорошо поглощает удары, плотно прилегает к голове. Подкладка&nbsp; &nbsp;позволяет&nbsp;коже головы&nbsp;дышать, не парит и не вызывает раздражения. А внешнее покрытие Flex служит долго и надежно.</p>
<p>Подбородок закрытый,&nbsp;регулировка размера сзади- липучка, верх прошит.</p>
<p>Цвет: синий, красный<br /><span></span></p>
<p><span>Применяется &nbsp;на&nbsp;тренировках по боксу, кикбоксингу (WAKO, WPKA, WTKA, ISKA,WKA, WKF), таэквондо ИТФ и ГТФ, контактному карате, тайскому боксу, рукопашному бою и ММА. Широкое использование данного тренировочного шлема&nbsp; &nbsp;обусловлено тем, что он обеспечивает надежную защиту головы от ударов. Такую защиту требуют правила безопасности перечисленных выше единоборств.</span></p>
<p><br />Размер: S, М, L<br />Материал: Flex<br />Производитель: Пакистан для бренда ADX.</p>";"Виды спорта/Таэквон-до ITF|Виды спорта/Тайский Бокс (Муай Тай)|Виды спорта/Каратэ|Виды спорта/Рукопашный бой|Виды спорта/Джиу-Джицу|Виды спорта/ММА (смешанные единоборства)|Виды спорта/Бокс|Виды спорта/Кикбоксинг/Шлема для кикбоксинга|Виды спорта/Каратэ/Шлема каратэ"
"Шлем ADX  тренировочный";"shlem-adx-trenirovochnyi";"27.00000";"bo-18051";"красный M";"Шлема";"";"4c42f085891a4a42cbae2427a8a1ebd8.jpg";"1";"4391154c45ecb62465c10bf1ae2e19f8.jpg|3dcc5efc2d48bf9491f33efea73fdda0.jpg|8b09c0dbe0877c8d957e47c8cb515c6c.jpg|da12183b9977d4a97c776724e3ae8ab0.jpg|1c10eee20881f8a8ba6eed0eb8446470.jpg|fb8963ab21f9b63c6949e9095196ad62.jpg|ab2b6115b5b6ed0a60aaad56e3bf2fce.jpg|4c14e010f854cbbfb1fe5f2c09e62589.jpg|b0cf7ca9b9f8e99cd5248d04b47c49b7.jpg";"<p>Обеспечивает надежную защиту и безопасность тренировочного процесса в боевых искусствах . Тренируйтесь безопасно вместе с ADX.</p>";"<p>Шлем тренировочный с закрытым подбородком ADX&nbsp;Flex</p>
<p>Шлем используется для защиты головы спортсмена во время спарринга. Материал хорошо поглощает удары, плотно прилегает к голове. Подкладка&nbsp; &nbsp;позволяет&nbsp;коже головы&nbsp;дышать, не парит и не вызывает раздражения. А внешнее покрытие Flex служит долго и надежно.</p>
<p>Подбородок закрытый,&nbsp;регулировка размера сзади- липучка, верх прошит.</p>
<p>Цвет: синий, красный<br /><span></span></p>
<p><span>Применяется &nbsp;на&nbsp;тренировках по боксу, кикбоксингу (WAKO, WPKA, WTKA, ISKA,WKA, WKF), таэквондо ИТФ и ГТФ, контактному карате, тайскому боксу, рукопашному бою и ММА. Широкое использование данного тренировочного шлема&nbsp; &nbsp;обусловлено тем, что он обеспечивает надежную защиту головы от ударов. Такую защиту требуют правила безопасности перечисленных выше единоборств.</span></p>
<p><br />Размер: S, М, L<br />Материал: Flex<br />Производитель: Пакистан для бренда ADX.</p>";"Виды спорта/Таэквон-до ITF|Виды спорта/Тайский Бокс (Муай Тай)|Виды спорта/Каратэ|Виды спорта/Рукопашный бой|Виды спорта/Джиу-Джицу|Виды спорта/ММА (смешанные единоборства)|Виды спорта/Бокс|Виды спорта/Кикбоксинг/Шлема для кикбоксинга|Виды спорта/Каратэ/Шлема каратэ"
